1.778900384902954102e+00,2.324614534401768537e+02,2.332304504006631589e+02
1.841065883636474609e+00,2.692982068965517328e+02,2.381754482758620668e+02
1.889195680618286133e+00,3.098907797815595586e+02,2.411534163068326109e+02
1.940330505371093750e+00,3.516323649754500593e+02,2.429376022913257032e+02
1.991966724395751953e+00,3.864044967430132260e+02,2.428922042445892089e+02
2.045609474182128906e+00,4.217479909334432477e+02,2.410405934473521654e+02
2.089224815368652344e+00,4.635149986726838165e+02,2.345747279001858203e+02
2.137530565261840820e+00,4.993642290249433131e+02,2.292942176870748199e+02
2.187486171722412109e+00,5.311227544910179859e+02,2.238679912901469891e+02
2.234611749649047852e+00,5.581947089947090035e+02,2.184574074074074019e+02
2.279762029647827148e+00,5.801554980595084317e+02,2.128706338939198019e+02
2.327861547470092773e+00,5.975964028776978694e+02,2.079405275779376439e+02
2.386013984680175781e+00,6.074895833333333712e+02,2.023111702127659441e+02
2.431635618209838867e+00,6.115261244888687315e+02,2.000670149931849267e+02
2.492299318313598633e+00,6.111169092945128796e+02,2.010559910414333729e+02
2.557972669601440430e+00,6.058970338983050397e+02,2.055739406779661067e+02
2.624648809432983398e+00,5.935179794520547603e+02,2.102844606164383663e+02
2.687330722808837891e+00,5.735221843003413369e+02,2.170248009101251512e+02
2.747990131378173828e+00,5.484282902829028217e+02,2.254651906519065108e+02
2.806646585464477539e+00,5.172682183430313216e+02,2.342704350235522384e+02
2.858283996582031250e+00,4.785361617312073008e+02,2.418937927107061512e+02
2.907915115356445312e+00,4.374215809284818306e+02,2.533053952321204463e+02
2.956043481826782227e+00,3.913860632759311216e+02,2.581261513816579622e+02
3.008182287216186523e+00,3.527740011926058514e+02,2.597199363943549884e+02
3.047786474227905273e+00,3.118999574286930851e+02,2.567296722009365908e+02
3.082880973815917969e+00,2.640537916557333915e+02,2.518291786932563525e+02
3.123989343643188477e+00,2.217671489817792008e+02,2.456706859592711680e+02
3.176127910614013672e+00,1.836018348623853171e+02,2.372007863695937147e+02
3.224256038665771484e+00,1.491401028277634850e+02,2.274269922879177273e+02
3.259348869323730469e+00,1.193963963963963977e+02,2.174391891891891930e+02
3.314997673034667969e+00,9.354868129159477519e+01,2.093406457973872250e+02
3.371602058410644531e+00,7.364206730769230091e+01,2.020675480769230887e+02
3.425243616104125977e+00,6.019887561489809968e+01,1.960754275005856186e+02
3.475878953933715820e+00,5.222500574580556076e+01,1.920829694323143997e+02
3.509468078613281250e+00,5.007860765329645147e+01,1.902102351313969564e+02
3.561609983444213867e+00,5.378472222222222143e+01,1.901905092592592723e+02
3.606222629547119141e+00,6.310157166314801458e+01,1.936375791695988653e+02
3.650841951370239258e+00,7.838334547220199511e+01,1.994234037387715546e+02
3.694457530975341797e+00,9.899773356837069116e+01,2.067166960463359260e+02
3.723534584045410156e+00,1.258437337493499797e+02,2.152610504420176767e+02
3.764197826385498047e+00,1.587778693025809957e+02,2.245672707303679374e+02
3.815279483795166016e+00,1.963320191495353413e+02,2.333787665446353117e+02
3.869424581527709961e+00,2.378839619925136901e+02,2.411609559458681247e+02
3.920192241668701172e+00,2.820381165919282580e+02,2.458338004484304804e+02
3.970191717147827148e+00,3.306985432330827166e+02,2.496146616541353467e+02
4.020825862884521484e+00,3.743540551667352929e+02,2.487743927542198321e+02
4.072055101394653320e+00,4.128069405664140277e+02,2.457471080973274695e+02
4.121686697006225586e+00,4.611625034312380080e+02,2.419258852594015821e+02
4.178880691528320312e+00,5.043804846103470823e+02,2.346034708578912955e+02
4.234025716781616211e+00,5.446412419844751867e+02,2.328592642591967490e+02
4.282654762268066406e+00,5.785447903430749648e+02,2.261181702668360742e+02
4.332788705825805664e+00,6.059602473498233621e+02,2.185447585394581722e+02
4.371891260147094727e+00,6.209714941022280073e+02,2.059587155963302791e+02
4.424050331115722656e+00,6.273444141689373055e+02,1.982871934604904709e+02
4.468007802963256836e+00,6.311187290969900232e+02,1.893971571906354541e+02
4.515634298324584961e+00,6.324307359307359775e+02,1.894415584415584419e+02
4.563261032104492188e+00,6.313514376996805595e+02,1.948642172523961733e+02
4.614898681640625000e+00,6.270665735567970387e+02,2.052406890130353929e+02
4.664029836654663086e+00,6.194857384919514516e+02,2.138980513979101943e+02
4.714162349700927734e+00,5.994971629289381099e+02,2.255655228316671241e+02
4.774322032928466797e+00,5.709695173581710606e+02,2.336375952582557147e+02
4.839997529983520508e+00,5.359608529598981477e+02,2.439742202418841543e+02
4.889628887176513672e+00,4.951659684176603378e+02,2.553780212697389516e+02
4.944775581359863281e+00,4.497890767230169331e+02,2.632215864759427859e+02
4.990747690200805664e+00,4.062065009560229214e+02,2.666893987677926248e+02
5.053916692733764648e+00,3.673698236982369849e+02,2.674458794587945931e+02
5.105555057525634766e+00,3.233778228875920036e+02,2.645361583354478512e+02
5.169722795486450195e+00,2.790805539853024584e+02,2.618640474844544883e+02
5.230646610260009766e+00,2.396556143772638734e+02,2.566687099470604494e+02
5.292059421539306641e+00,2.034468864468864524e+02,2.492341504649197077e+02
5.355720758438110352e+00,1.711784813673297947e+02,2.420305407677220444e+02
5.423898935317993164e+00,1.433593400447427371e+02,2.328828299776286315e+02
5.486238718032836914e+00,1.206797349530646102e+02,2.241159580342352342e+02
5.539376735687255859e+00,1.031800480128034110e+02,2.159279807948786356e+02
5.587003707885742188e+00,9.078105263157894456e+01,2.100792105263157907e+02
5.633627414703369141e+00,8.351606217616580352e+01,2.058284974093264168e+02
5.684262514114379883e+00,8.151200619674671088e+01,2.039770203976245853e+02
5.745424747467041016e+00,8.442962962962963047e+01,2.050061302681992288e+02
